Product_description,Product_url,Image_url,Price,Delivery_time,Product_Rating,previous_bought,Discount % ,delivery_type,fastest_delivery,
"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EHIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MzU4MzU3NzAwMzYzODE2OjE3NTE3NTI0Nzk6c3BfbXRmOjMwMDQ0OTYwMTE1NjIzMjo6MDo6&url=%2FLenovo-7435HS-4060-8GB-Windows-83JC00EHIN%2Fdp%2FB0DPQJZ3JR%2Fref%3Dsr_1_124_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752478%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/8133GVuhgwL._AC_UY218_.jpg,"92,990","FREE delivery Tue, 8 Jul",4.2 out of 5 stars,100+ bought in past month,27,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
HP F6V97AA#ACJ External USB DVD-RW Drive,https://amazon.in/HP-F6V97AA-ACJ-External-DVD-RW/dp/B00MDI0TBC/ref=sr_1_125?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-125,https://m.media-amazon.com/images/I/41-5NYzYuQS._AC_UY218_.jpg,"2,899","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,N/A,3,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Dyazo Water Resistant 14.1 Inch Laptop Sleeves Case Cover with Handle & 2 Front Accessories Pocket | Compatible for Mac Book Pro, Lenovo, Hp, Mi, Dell & Other Notebooks Up to 14 Inches (Black)",https://amazon.in/Dyazo-Resistant-Accessories-Compatible-Notebooks/dp/B0CNZXSFHV/ref=sr_1_126?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-126,https://m.media-amazon.com/images/I/819-2gnxg3L._AC_UY218_.jpg,279,"FREE delivery Tue, 8 Jul on first order",4.3 out of 5 stars,1K+ bought in past month,69,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo 15 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.6 kg/MS Office 2021",https://amazon.in/Lenovo-15-Ryzen-7320U-Quad/dp/B0F6LTFFPM/ref=sr_1_127?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-127,https://m.media-amazon.com/images/I/71uxIR5ZneL._AC_UY218_.jpg,"27,990","FREE delivery Wed, 9 Jul",3.5 out of 5 stars,N/A,73,FREE Prime Delivery,N/A,
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Black",https://amazon.in/Logitech-Silent-Wireless-Mouse-Charcoal/dp/B01M72LILF/ref=sr_1_128?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-128,https://m.media-amazon.com/images/I/61sskFEsc0L._AC_UY218_.jpg,799,"FREE delivery Tue, 8 Jul",4.3 out of 5 stars,3K+ bought in past month,38,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo 15 (2025), Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.6 kg/MS Office 2021",https://amazon.in/Lenovo-15-Intel-Core-1235U/dp/B0F6LQBZ1Z/ref=sr_1_129?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-129,https://m.media-amazon.com/images/I/8102kakxi6L._AC_UY218_.jpg,"43,490","FREE delivery Wed, 9 Jul",5.0 out of 5 stars,N/A,54,FREE Prime Delivery,N/A,
"Gooyo 2011A Battery Operated Educational Learning Laptop Toy with LED Display and Music Effect | Babies/Girls/Boys/Toddlers | Pink Color, Power Source: 3xAA Battery (Not Included)",https://amazon.in/Gooyo-Operated-Educational-Toddlers-2011A/dp/B0BF585KKH/ref=sr_1_130?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-130,https://m.media-amazon.com/images/I/61hTruiYV2L._AC_UY218_.jpg,369,"FREE delivery Tue, 8 Jul on first order",3.8 out of 5 stars,2K+ bought in past month,54,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"ZEBRONICS NS4000 PRO Rotatable Laptop Metal Stand, Upto 17 inch, 360° Fidget Rotation, Foldable, Multi Angle Adjustment, Type C Detachable RGB Magnetic Fan, Anti-Slip Silicone Pads, Carbon Steel Body",https://amazon.in/ZEBRONICS-PRO-Rotatable-Adjustment-Detachable/dp/B0DB8H4JWR/ref=sr_1_131?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-131,https://m.media-amazon.com/images/I/61ti1QvYWZL._AC_UY218_.jpg,"1,699","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,400+ bought in past month,62,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
HP 255 G10 ‎‎Laptop (AMD Athlon Silver 7120U/ 8GB RAM / 256GB SSD/Windows 11/15.6 INCH ASH Silver,https://amazon.in/HP-%E2%80%8E%E2%80%8ELaptop-Athlon-Silver-Windows/dp/B0DV984J97/ref=sr_1_13?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.YpBvqs66B1G9FfyIAwiFlLjQKsTPqlTt6PWRNTifRQqn8xGVGJyCmxtMElcEKtP2IbVLptt2gbMP_q0VT2TSzamWwHwXiyvb_oXkra5rJWPF1A6xKA_2iE0LMbcALr_EVuHpHeC2qy6iYRNSHKezUDMLMnjZxCKSaveciiJkId5djUrZAlX_sLqs5grWfHX0tdPakUkxia3abuppo1pRuFxds1f_DydAPojkloBojTQ.h9xb3WAmuxXQ2CPATIVKJXZY2hNuqK4YkNoLhUi7sJk&dib_tag=se&keywords=laptop&qid=1751752454&sprefix=laptops%2Caps%2C154&sr=8-13,https://m.media-amazon.com/images/I/71rw7cd14mL._AC_UY218_.jpg,"22,504","FREE delivery Tue, 8 Jul",3.9 out of 5 stars,300+ bought in past month,26,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"OnePlus Pad Go 28.85Cm 2.4K 7:5 Ratio Readfit Eye Care LCD Display,Dolby Atmos Quad Speakers,4G LTE(Calling) + Wi-Fi Connectivity Tablet,8Gb Ram 256 Gb Storage Expandable Up-to 1Tb,Green",https://amazon.in/OnePlus-28-85cm-11-35-inch-2-4K/dp/B0CJ96945H/ref=sr_1_132?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc&dib_tag=se&keywords=laptop&qid=1751752478&sprefix=laptops%2Caps%2C154&sr=8-132,https://m.media-amazon.com/images/I/51oj5gE7P+L._AC_UY218_.jpg,"21,999","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,1K+ bought in past month,8,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo Ideapad Slim 3 AMD Ryzen 5 7520U 15.6"" (39.6Cm) FHD Thin and Light Laptop (16Gb/512GB SSD/Win 11/Office 2021/Backlit Keyboard/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 82XQ008VIN",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MzU4MzU3NzAwMzYzODE2OjE3NTE3NTI0Nzk6c3BfYnRmOjMwMDA0MzY5NjM3OTAzMjo6MDo6&url=%2FLenovo-Ideapad-Backlit-Keyboard-82XQ008VIN%2Fdp%2FB0CD4BQ4SF%2Fref%3Dsr_1_133_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752478%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/81HjpnnUJpL._AC_UY218_.jpg,"42,990","FREE delivery Tue, 8 Jul",3.8 out of 5 stars,N/A,40,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Chuwi GemiBook X Pro 14.1"" Laptop, 8GB LPDDR5 RAM 256GB SSD, Windows 11, Intel 12th Gen N100(up to 3.4GHz), WiFi 6, USB3.0, Webcam, Bluetooth 5.2, 38Wh, 1.46kg (Iron Gray)",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MzU4MzU3NzAwMzYzODE2OjE3NTE3NTI0Nzk6c3BfYnRmOjMwMDYwMDI5MjY3NzYzMjo6MDo6&url=%2FChuwi-GemiBook-Pro-Windows-Bluetooth%2Fdp%2FB0CP96SSRP%2Fref%3Dsr_1_134_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.mU0oOUHUGfQFgNJ7p4hRgLRyazDEUz0RskmprjbK7qKWXnWqQ-kj-i0Me3pJbVq4baX4o7NOjQR1KRYMc2Y_j210gQBBGO-xbcP3mmS88gH7aJ7Dex8-NaXbJgVMQXTCO7rhHvgHsxHl8BZOXIBcGjZYXwIv5_4jJPNhG4txtizHCLu1E9kYLUVGCn4Knt8Wu9xd73fufU-p4yjO4v08z-Pbm5K3TeomqXX7mItV_Tk.j82YUBYKnm-NlK7RIm8U2tMpj2ktzClIiPLumnhRghc%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752478%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71a2hUj3WPL._AC_UY218_.jpg,"18,990","FREE delivery Tue, 8 Jul",3.5 out of 5 stars,50+ bought in past month,46,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Dell Inspiron 3535, AMD Ryzen 5-7530U, 16 GB RAM, 512 GB SSD, FHD IPS 15.6""/39.62 cm, 120Hz, Windows 11, MS Office 2024, Platinum Silver, 1.67 kg, Thin & Light Laptop",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0OTA1NjY4MzYyOTIxOTM4OjE3NTE3NTI0ODI6c3BfYXRmX25leHQ6MzAwNTYyODMwNDU0MjMyOjowOjo&url=%2FDell-Inspiron-5-7530U-Windows-Platinum%2Fdp%2FB0DSFRQTGB%2Fref%3Dsr_1_129_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.l6bKf5V4lJBS2A9L4B6C7ECYMJjLTksNrkFZBpvVhpjzkVLkphg2kAY44LEkXux2IgDa8v2dQ2GVTHYFO-q3RJocmHgHccg57SLXGPDHGH_k32rHpKdKXI61DSVQ5ycXGyrZVH7VDGb9pzI93UL1xMxe1-kTAKV1Msz3-opWwJgubw4hD6E5ME67Ra6uMUwrH0-0yozkFJjKu6sDmHgI1GfAElxOsBf7QQgaRuD0zoA.DdYPmUzwSQ1R73afBcEvoo6HnyFybulll4VbINHWTx0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752482%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/61zegicE0CL._AC_UY218_.jpg,"42,840","FREE delivery Tue, 8 Jul",4.1 out of 5 stars,300+ bought in past month,27,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Acer Aspire Lite, AMD Ryzen 3 7330U Processor, 16 GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-41, Metal Body, Premium Thin and Light Laptop",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0OTA1NjY4MzYyOTIxOTM4OjE3NTE3NTI0ODI6c3BfYXRmX25leHQ6MzAwMTY0NDk1MjkwOTMyOjowOjo&url=%2FAcer-Premium-Windows-AL15-41-Display%2Fdp%2FB0CWTYGPH8%2Fref%3Dsr_1_130_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.l6bKf5V4lJBS2A9L4B6C7ECYMJjLTksNrkFZBpvVhpjzkVLkphg2kAY44LEkXux2IgDa8v2dQ2GVTHYFO-q3RJocmHgHccg57SLXGPDHGH_k32rHpKdKXI61DSVQ5ycXGyrZVH7VDGb9pzI93UL1xMxe1-kTAKV1Msz3-opWwJgubw4hD6E5ME67Ra6uMUwrH0-0yozkFJjKu6sDmHgI1GfAElxOsBf7QQgaRuD0zoA.DdYPmUzwSQ1R73afBcEvoo6HnyFybulll4VbINHWTx0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752482%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/513p8BwV-RL._AC_UY218_.jpg,"28,490","FREE delivery Tue, 8 Jul",3.9 out of 5 stars,100+ bought in past month,39,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Dyazo Office Protective Laptop Sleeve | Laptop Case Cover With Handle for All 15 Inch To 15 .6"" (39.6 cm) Laptops, Notebooks (Blue)",https://amazon.in/Dyazo-Office-Protective-Laptops-Notebooks/dp/B09BFTHSBN/ref=sr_1_131?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.l6bKf5V4lJBS2A9L4B6C7ECYMJjLTksNrkFZBpvVhpjzkVLkphg2kAY44LEkXux2IgDa8v2dQ2GVTHYFO-q3RJocmHgHccg57SLXGPDHGH_k32rHpKdKXI61DSVQ5ycXGyrZVH7VDGb9pzI93UL1xMxe1-kTAKV1Msz3-opWwJgubw4hD6E5ME67Ra6uMUwrH0-0yozkFJjKu6sDmHgI1GfAElxOsBf7QQgaRuD0zoA.DdYPmUzwSQ1R73afBcEvoo6HnyFybulll4VbINHWTx0&dib_tag=se&keywords=laptop&qid=1751752482&sprefix=laptops%2Caps%2C154&sr=8-131,https://m.media-amazon.com/images/I/81ryNdYePXL._AC_UY218_.jpg,299,"FREE delivery Tue, 8 Jul on first order",4.3 out of 5 stars,1K+ bought in past month,70,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"ZEBRONICS Blanc Slim Wireless Mouse with Rechargeable Battery, BT + 2.4GHz, 4 Buttons, 800/1200/1600 DPI, Silent Operation, Multicolor LED Lights",https://amazon.in/ZEBRONICS-Launched-Rechargeable-Operation-Multicolor/dp/B0CQRNWJM2/ref=sr_1_132?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.l6bKf5V4lJBS2A9L4B6C7ECYMJjLTksNrkFZBpvVhpjzkVLkphg2kAY44LEkXux2IgDa8v2dQ2GVTHYFO-q3RJocmHgHccg57SLXGPDHGH_k32rHpKdKXI61DSVQ5ycXGyrZVH7VDGb9pzI93UL1xMxe1-kTAKV1Msz3-opWwJgubw4hD6E5ME67Ra6uMUwrH0-0yozkFJjKu6sDmHgI1GfAElxOsBf7QQgaRuD0zoA.DdYPmUzwSQ1R73afBcEvoo6HnyFybulll4VbINHWTx0&dib_tag=se&keywords=laptop&qid=1751752482&sprefix=laptops%2Caps%2C154&sr=8-132,https://m.media-amazon.com/images/I/51vMo-pHZ5L._AC_UY218_.jpg,419,"FREE delivery Tue, 8 Jul on first order",3.9 out of 5 stars,3K+ bought in past month,48,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Amazon Basics Laptop Sleeve Case Cover Pouch for 14-Inch, 14.1-Inch Laptop for Men & Women | Slim Profile Neoprene, Soft Puffy Fabric Lining, 360° Protection, Smooth & Premium Zipper (Grey)",https://amazon.in/14-Inch-14-1-Inch-Profile-Neoprene-Protection/dp/B09SPNRNJX/ref=sr_1_133?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.l6bKf5V4lJBS2A9L4B6C7ECYMJjLTksNrkFZBpvVhpjzkVLkphg2kAY44LEkXux2IgDa8v2dQ2GVTHYFO-q3RJocmHgHccg57SLXGPDHGH_k32rHpKdKXI61DSVQ5ycXGyrZVH7VDGb9pzI93UL1xMxe1-kTAKV1Msz3-opWwJgubw4hD6E5ME67Ra6uMUwrH0-0yozkFJjKu6sDmHgI1GfAElxOsBf7QQgaRuD0zoA.DdYPmUzwSQ1R73afBcEvoo6HnyFybulll4VbINHWTx0&dib_tag=se&keywords=laptop&qid=1751752482&sprefix=laptops%2Caps%2C154&sr=8-133,https://m.media-amazon.com/images/I/91k86Cdp1uL._AC_UY218_.jpg,349,"FREE delivery Tue, 8 Jul on first order",4.4 out of 5 stars,500+ bought in past month,68,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Portronics My Buddy Hexa 22 Laptop Stand with 360° Rotation Base, Mobile Stand, 7 Adjustable Heights, Air Ventilation, Portable & Foldable Design for Upto 15.6 Inches Laptops & MacBook (Black)",https://amazon.in/Portronics-POR-1157-Portable-Adjustable-Rotational/dp/B08LKJVN1T/ref=sr_1_134?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.l6bKf5V4lJBS2A9L4B6C7ECYMJjLTksNrkFZBpvVhpjzkVLkphg2kAY44LEkXux2IgDa8v2dQ2GVTHYFO-q3RJocmHgHccg57SLXGPDHGH_k32rHpKdKXI61DSVQ5ycXGyrZVH7VDGb9pzI93UL1xMxe1-kTAKV1Msz3-opWwJgubw4hD6E5ME67Ra6uMUwrH0-0yozkFJjKu6sDmHgI1GfAElxOsBf7QQgaRuD0zoA.DdYPmUzwSQ1R73afBcEvoo6HnyFybulll4VbINHWTx0&dib_tag=se&keywords=laptop&qid=1751752482&sprefix=laptops%2Caps%2C154&sr=8-134,https://m.media-amazon.com/images/I/61kpQAAVUoL._AC_UY218_.jpg,299,"FREE delivery Tue, 8 Jul on first order",4.1 out of 5 stars,200+ bought in past month,77,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Samsung Galaxy Book2 Pro 360 EVO AMOLED Intel Core i7 12th Gen 1260P - (16 GB/512 GB SSD/Windows 11 Home) NP930QED-KH1IN Thin and Light Laptop (13.3 Inch, 1.04 Kg, with MS Office)",https://amazon.in/Samsung-Galaxy-Book2-AMOLED-Intel/dp/B0DNZ767JS/ref=sr_1_135?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.l6bKf5V4lJBS2A9L4B6C7ECYMJjLTksNrkFZBpvVhpjzkVLkphg2kAY44LEkXux2IgDa8v2dQ2GVTHYFO-q3RJocmHgHccg57SLXGPDHGH_k32rHpKdKXI61DSVQ5ycXGyrZVH7VDGb9pzI93UL1xMxe1-kTAKV1Msz3-opWwJgubw4hD6E5ME67Ra6uMUwrH0-0yozkFJjKu6sDmHgI1GfAElxOsBf7QQgaRuD0zoA.DdYPmUzwSQ1R73afBcEvoo6HnyFybulll4VbINHWTx0&dib_tag=se&keywords=laptop&qid=1751752482&sprefix=laptops%2Caps%2C154&sr=8-135,https://m.media-amazon.com/images/I/41vzP0BAgnL._AC_UY218_.jpg,"83,599","FREE delivery Sat, 12 Jul",N/A,N/A,43,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN",https://amazon.in/Lenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN/dp/B0F2162VGQ/ref=sr_1_14?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.YpBvqs66B1G9FfyIAwiFlLjQKsTPqlTt6PWRNTifRQqn8xGVGJyCmxtMElcEKtP2IbVLptt2gbMP_q0VT2TSzamWwHwXiyvb_oXkra5rJWPF1A6xKA_2iE0LMbcALr_EVuHpHeC2qy6iYRNSHKezUDMLMnjZxCKSaveciiJkId5djUrZAlX_sLqs5grWfHX0tdPakUkxia3abuppo1pRuFxds1f_DydAPojkloBojTQ.h9xb3WAmuxXQ2CPATIVKJXZY2hNuqK4YkNoLhUi7sJk&dib_tag=se&keywords=laptop&qid=1751752454&sprefix=laptops%2Caps%2C154&sr=8-14,https://m.media-amazon.com/images/I/71HMPbAf-iL._AC_UY218_.jpg,"65,990","FREE delivery Tue, 8 Jul",4.0 out of 5 stars,500+ bought in past month,26,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
